id,title,contaminante,nivel,value,fecha,year
1020110820co,Centro,co,Buena,0.2,20-08-2011,2011
820110820o3,Renovales,o3,Razonablemente buena,73,20-08-2011,2011
120091120o3,El Picarral,o3,Buena,5,20-11-2009,2009
720091120co,Jaime Ferran,co,Buena,0.4,20-11-2009,2009
920091120pm10,Las Fuentes,pm10,Desfavorable,61,20-11-2009,2009
1020091120so2,Centro,so2,Buena,8,20-11-2009,2009
820091120o3,Renovales,o3,Buena,10,20-11-2009,2009
1020091121o3,Centro,o3,Buena,3,21-11-2009,2009
120091122pm10,El Picarral,pm10,Razonablemente buena,39,22-11-2009,2009
120100118pm10,El Picarral,pm10,Regular,41,18-01-2010,2010
120100118o3,El Picarral,o3,Buena,7,18-01-2010,2010
120100118sh2,El Picarral,sh2,Buena,14,18-01-2010,2010
720100118so2,Jaime Ferran,so2,Buena,2,18-01-2010,2010
720100118no2,Jaime Ferran,no2,Buena,33,18-01-2010,2010
720100118o3,Jaime Ferran,o3,Buena,9,18-01-2010,2010
1020100118o3,Centro,o3,Buena,7,18-01-2010,2010
820100118so2,Renovales,so2,Buena,6,18-01-2010,2010
820100118pm10,Renovales,pm10,Razonablemente buena,34,18-01-2010,2010
820100118o3,Renovales,o3,Buena,13,18-01-2010,2010
220100118so2,Roger de Flor,so2,Buena,7,18-01-2010,2010
220100118pm10,Roger de Flor,pm10,Razonablemente buena,36,18-01-2010,2010
120100218pm10,El Picarral,pm10,Razonablemente buena,37,18-02-2010,2010
120100218co,El Picarral,co,Buena,0.4,18-02-2010,2010
720100218no2,Jaime Ferran,no2,Razonablemente buena,48,18-02-2010,2010
920100218no2,Las Fuentes,no2,Razonablemente buena,50,18-02-2010,2010
220100218o3,Roger de Flor,o3,Buena,12,18-02-2010,2010
720100322sh2,Jaime Ferran,sh2,Buena,3,22-03-2010,2010
920100322co,Las Fuentes,co,Buena,0.2,22-03-2010,2010
420010725co,Miguel Servet,co,Buena,1,25-07-2001,2001
120020704pm10,El Picarral,pm10,Razonablemente buena,22,04-07-2002,2002
120020704sh2,El Picarral,sh2,Buena,2,04-07-2002,2002
220020707pm10,Roger de Flor,pm10,Buena,20,07-07-2002,2002
520020707pm10,Luis Vives,pm10,Buena,10,07-07-2002,2002
320020707so2,El Paraninfo,so2,Buena,10,07-07-2002,2002
320020707pm10,El Paraninfo,pm10,Buena,19,07-07-2002,2002
120020708no2,El Picarral,no2,Buena,36,08-07-2002,2002
520020709no2,Luis Vives,no2,Razonablemente buena,72,09-07-2002,2002
320020709so2,El Paraninfo,so2,Buena,6,09-07-2002,2002
320020709pm10,El Paraninfo,pm10,Razonablemente buena,36,09-07-2002,2002
320020709no2,El Paraninfo,no2,Razonablemente buena,88,09-07-2002,2002
320020709co,El Paraninfo,co,Buena,1,09-07-2002,2002
320020709o3,El Paraninfo,o3,Buena,25,09-07-2002,2002
720020710so2,Jaime Ferran,so2,Buena,8,10-07-2002,2002
720020710co,Jaime Ferran,co,Buena,1,10-07-2002,2002
720020710sh2,Jaime Ferran,sh2,Buena,2,10-07-2002,2002
120020710pm10,El Picarral,pm10,Buena,16,10-07-2002,2002
120020710no2,El Picarral,no2,Buena,18,10-07-2002,2002
520020711so2,Luis Vives,so2,Buena,23,11-07-2002,2002
520020711co,Luis Vives,co,Buena,1,11-07-2002,2002
320020711so2,El Paraninfo,so2,Buena,13,11-07-2002,2002
720020712o3,Jaime Ferran,o3,Buena,50,12-07-2002,2002
420020712so2,Miguel Servet,so2,Buena,16,12-07-2002,2002
420020712co,Miguel Servet,co,Buena,0.4,12-07-2002,2002
620020713so2,Avenida de Navarra,so2,Buena,7,13-07-2002,2002
620020713no2,Avenida de Navarra,no2,Buena,33,13-07-2002,2002
720020714sh2,Jaime Ferran,sh2,Buena,2,14-07-2002,2002
620020715co,Avenida de Navarra,co,Buena,0.6,15-07-2002,2002
520020716so2,Luis Vives,so2,Buena,9,16-07-2002,2002
520020716no2,Luis Vives,no2,Razonablemente buena,76,16-07-2002,2002
320020716pm10,El Paraninfo,pm10,Razonablemente buena,30,16-07-2002,2002
720020717co,Jaime Ferran,co,Buena,0.6,17-07-2002,2002
620020718pm10,Avenida de Navarra,pm10,Regular,48,18-07-2002,2002
620020718no2,Avenida de Navarra,no2,Razonablemente buena,73,18-07-2002,2002
620020718co,Avenida de Navarra,co,Buena,0.9,18-07-2002,2002
120020718no2,El Picarral,no2,Buena,30,18-07-2002,2002
120020718o3,El Picarral,o3,Buena,28,18-07-2002,2002
220020721so2,Roger de Flor,so2,Buena,13,21-07-2002,2002
720070409o3,Jaime Ferran,o3,Buena,30,09-04-2007,2007
720070404co,Jaime Ferran,co,Buena,0.2,04-04-2007,2007
920111223no2,Las Fuentes,no2,Buena,36,23-12-2011,2011
920111223o3,Las Fuentes,o3,Buena,22,23-12-2011,2011
1020111223o3,Centro,o3,Buena,17,23-12-2011,2011
820111223no2,Renovales,no2,Buena,25,23-12-2011,2011
820111223co,Renovales,co,Buena,0.2,23-12-2011,2011
820111223o3,Renovales,o3,Buena,37,23-12-2011,2011
220111223so2,Roger de Flor,so2,Buena,3,23-12-2011,2011
220111223co,Roger de Flor,co,Buena,0.3,23-12-2011,2011
120111224no2,El Picarral,no2,Buena,12,24-12-2011,2011
120111224co,El Picarral,co,Buena,0.2,24-12-2011,2011
120111224o3,El Picarral,o3,Razonablemente buena,64,24-12-2011,2011
1020111224so2,Centro,so2,Buena,3,24-12-2011,2011
120111225co,El Picarral,co,Buena,0.2,25-12-2011,2011
120111225o3,El Picarral,o3,Buena,43,25-12-2011,2011
120111225sh2,El Picarral,sh2,Buena,4,25-12-2011,2011
720111225no2,Jaime Ferran,no2,Buena,18,25-12-2011,2011
720111225o3,Jaime Ferran,o3,Buena,46,25-12-2011,2011
920111225no2,Las Fuentes,no2,Buena,28,25-12-2011,2011
1020111225co,Centro,co,Buena,0.3,25-12-2011,2011
820111225o3,Renovales,o3,Razonablemente buena,56,25-12-2011,2011
220111225so2,Roger de Flor,so2,Buena,3,25-12-2011,2011
220111225pm10,Roger de Flor,pm10,Buena,11,25-12-2011,2011
120111226pm10,El Picarral,pm10,Razonablemente buena,28,26-12-2011,2011
920111226co,Las Fuentes,co,Buena,0.3,26-12-2011,2011
220111226o3,Roger de Flor,o3,Buena,12,26-12-2011,2011
120120104pm10,El Picarral,pm10,Buena,13,04-01-2012,2012
720120104so2,Jaime Ferran,so2,Buena,5,04-01-2012,2012
720120104sh2,Jaime Ferran,sh2,Buena,3,04-01-2012,2012
1020120104no2,Centro,no2,Buena,40,04-01-2012,2012
820120104no2,Renovales,no2,Buena,23,04-01-2012,2012
820120104o3,Renovales,o3,Razonablemente buena,52,04-01-2012,2012
220120104co,Roger de Flor,co,Buena,0.2,04-01-2012,2012
220120104o3,Roger de Flor,o3,Buena,36,04-01-2012,2012
120120110no2,El Picarral,no2,Razonablemente buena,46,10-01-2012,2012
120120110sh2,El Picarral,sh2,Buena,5,10-01-2012,2012
720120110o3,Jaime Ferran,o3,Buena,11,10-01-2012,2012
920120110o3,Las Fuentes,o3,Buena,8,10-01-2012,2012
220120110no2,Roger de Flor,no2,Razonablemente buena,50,10-01-2012,2012
220120110co,Roger de Flor,co,Buena,0.4,10-01-2012,2012
120120111no2,El Picarral,no2,Razonablemente buena,47,11-01-2012,2012
720120111pm10,Jaime Ferran,pm10,Regular,49,11-01-2012,2012
720120111no2,Jaime Ferran,no2,Buena,40,11-01-2012,2012
720120111sh2,Jaime Ferran,sh2,Buena,4,11-01-2012,2012
220120111so2,Roger de Flor,so2,Buena,4,11-01-2012,2012
220120111co,Roger de Flor,co,Buena,0.6,11-01-2012,2012
220120111o3,Roger de Flor,o3,Buena,4,11-01-2012,2012
120120114pm10,El Picarral,pm10,Desfavorable,53,14-01-2012,2012
120120114no2,El Picarral,no2,Buena,40,14-01-2012,2012
120120114co,El Picarral,co,Buena,0.3,14-01-2012,2012
920120114no2,Las Fuentes,no2,Buena,32,14-01-2012,2012
920120114o3,Las Fuentes,o3,Buena,7,14-01-2012,2012
220120114pm10,Roger de Flor,pm10,Regular,48,14-01-2012,2012
220120114o3,Roger de Flor,o3,Buena,6,14-01-2012,2012
120120115no2,El Picarral,no2,Buena,27,15-01-2012,2012
920120115co,Las Fuentes,co,Buena,0.3,15-01-2012,2012
820120115co,Renovales,co,Buena,0.2,15-01-2012,2012
120120124o3,El Picarral,o3,Razonablemente buena,56,24-01-2012,2012
720120124so2,Jaime Ferran,so2,Buena,4,24-01-2012,2012
720120124no2,Jaime Ferran,no2,Buena,27,24-01-2012,2012
720120124sh2,Jaime Ferran,sh2,Buena,3,24-01-2012,2012
920120124o3,Las Fuentes,o3,Buena,47,24-01-2012,2012
820120124so2,Renovales,so2,Buena,1,24-01-2012,2012
220120124no2,Roger de Flor,no2,Buena,24,24-01-2012,2012
220120127co,Roger de Flor,co,Buena,0.3,27-01-2012,2012
720120203co,Jaime Ferran,co,Buena,0.3,03-02-2012,2012
220120203pm10,Roger de Flor,pm10,Razonablemente buena,28,03-02-2012,2012
120120204pm10,El Picarral,pm10,Buena,11,04-02-2012,2012
120120204o3,El Picarral,o3,Razonablemente buena,73,04-02-2012,2012
920120204no2,Las Fuentes,no2,Buena,18,04-02-2012,2012
920120204co,Las Fuentes,co,Buena,0.2,04-02-2012,2012
820120204pm10,Renovales,pm10,Buena,14,04-02-2012,2012
820120204no2,Renovales,no2,Buena,15,04-02-2012,2012
720120205pm10,Jaime Ferran,pm10,Buena,8,05-02-2012,2012
920120209pm10,Las Fuentes,pm10,Razonablemente buena,22,09-02-2012,2012
920120209no2,Las Fuentes,no2,Buena,27,09-02-2012,2012
120111209co,El Picarral,co,Buena,0.4,09-12-2011,2011
120111209o3,El Picarral,o3,Buena,10,09-12-2011,2011
720111209o3,Jaime Ferran,o3,Buena,12,09-12-2011,2011
220120404so2,Roger de Flor,so2,Buena,3,04-04-2012,2012
220120404pm10,Roger de Flor,pm10,Buena,14,04-04-2012,2012
120120405co,El Picarral,co,Buena,0.2,05-04-2012,2012
820120405o3,Renovales,o3,Razonablemente buena,68,05-04-2012,2012
720120406no2,Jaime Ferran,no2,Buena,15,06-04-2012,2012
1020120406no2,Centro,no2,Buena,27,06-04-2012,2012
220120406so2,Roger de Flor,so2,Buena,3,06-04-2012,2012
220120406o3,Roger de Flor,o3,Razonablemente buena,65,06-04-2012,2012
920120407pm10,Las Fuentes,pm10,Buena,10,07-04-2012,2012
220120407so2,Roger de Flor,so2,Buena,3,07-04-2012,2012
220120407pm10,Roger de Flor,pm10,Buena,11,07-04-2012,2012
120120408pm10,El Picarral,pm10,Buena,15,08-04-2012,2012
820120408pm10,Renovales,pm10,Buena,13,08-04-2012,2012
820120408co,Renovales,co,Buena,0.2,08-04-2012,2012
720120412o3,Jaime Ferran,o3,Buena,38,12-04-2012,2012
220120412no2,Roger de Flor,no2,Buena,37,12-04-2012,2012
220120430so2,Roger de Flor,so2,Buena,3,30-04-2012,2012
720120501o3,Jaime Ferran,o3,Razonablemente buena,64,01-05-2012,2012
720120501sh2,Jaime Ferran,sh2,Buena,1,01-05-2012,2012
120120528co,El Picarral,co,Buena,0.2,28-05-2012,2012
120120528sh2,El Picarral,sh2,Buena,3,28-05-2012,2012
720120528o3,Jaime Ferran,o3,Razonablemente buena,72,28-05-2012,2012
820120528so2,Renovales,so2,Buena,1,28-05-2012,2012
820120528no2,Renovales,no2,Buena,15,28-05-2012,2012
820120528co,Renovales,co,Buena,0.1,28-05-2012,2012
220120528pm10,Roger de Flor,pm10,Razonablemente buena,23,28-05-2012,2012
220120528o3,Roger de Flor,o3,Razonablemente buena,79,28-05-2012,2012
120120703pm10,El Picarral,pm10,Razonablemente buena,27,03-07-2012,2012
820120703pm10,Renovales,pm10,Buena,19,03-07-2012,2012
720120720so2,Jaime Ferran,so2,Buena,3,20-07-2012,2012
720120720no2,Jaime Ferran,no2,Buena,16,20-07-2012,2012
720120720co,Jaime Ferran,co,Buena,0.1,20-07-2012,2012
220120720no2,Roger de Flor,no2,Buena,20,20-07-2012,2012
220120720co,Roger de Flor,co,Buena,0.2,20-07-2012,2012
120120721o3,El Picarral,o3,Razonablemente buena,61,21-07-2012,2012
920120721co,Las Fuentes,co,Buena,0.1,21-07-2012,2012
820120721pm10,Renovales,pm10,Buena,15,21-07-2012,2012
820120721co,Renovales,co,Buena,0.1,21-07-2012,2012
220120721pm10,Roger de Flor,pm10,Buena,15,21-07-2012,2012
220120721co,Roger de Flor,co,Buena,0.1,21-07-2012,2012
220120721o3,Roger de Flor,o3,Razonablemente buena,65,21-07-2012,2012
1020120722no2,Centro,no2,Buena,14,22-07-2012,2012
1020120722co,Centro,co,Buena,0.1,22-07-2012,2012
220120722co,Roger de Flor,co,Buena,0.1,22-07-2012,2012
1020121017so2,Centro,so2,Buena,4,17-10-2012,2012
820121017no2,Renovales,no2,Buena,29,17-10-2012,2012
820121017o3,Renovales,o3,Buena,45,17-10-2012,2012
120121219pm10,El Picarral,pm10,Regular,42,19-12-2012,2012
120121219no2,El Picarral,no2,Razonablemente buena,57,19-12-2012,2012
120121219o3,El Picarral,o3,Buena,4,19-12-2012,2012
720121219no2,Jaime Ferran,no2,Buena,40,19-12-2012,2012
920121219pm10,Las Fuentes,pm10,Razonablemente buena,27,19-12-2012,2012
920121219o3,Las Fuentes,o3,Buena,3,19-12-2012,2012
220121219o3,Roger de Flor,o3,Buena,2,19-12-2012,2012
120130327pm10,El Picarral,pm10,Buena,16,27-03-2013,2013
120130327no2,El Picarral,no2,Razonablemente buena,43,27-03-2013,2013
920130327no2,Las Fuentes,no2,Buena,25,27-03-2013,2013
920130327o3,Las Fuentes,o3,Buena,32,27-03-2013,2013
1020130327co,Centro,co,Buena,0.2,27-03-2013,2013
220130327pm10,Roger de Flor,pm10,Buena,16,27-03-2013,2013
820130423so2,Renovales,so2,Buena,2,23-04-2013,2013
820130423no2,Renovales,no2,Buena,13,23-04-2013,2013
220130423no2,Roger de Flor,no2,Buena,17,23-04-2013,2013
120130507sh2,El Picarral,sh2,Buena,1,07-05-2013,2013
720130507no2,Jaime Ferran,no2,Buena,22,07-05-2013,2013
720130507o3,Jaime Ferran,o3,Buena,48,07-05-2013,2013
1020130507co,Centro,co,Buena,0.2,07-05-2013,2013
220130507pm10,Roger de Flor,pm10,Buena,14,07-05-2013,2013
220130507no2,Roger de Flor,no2,Buena,25,07-05-2013,2013
220130507o3,Roger de Flor,o3,Buena,48,07-05-2013,2013
120130523sh2,El Picarral,sh2,Buena,1,23-05-2013,2013
220110726pm10,Roger de Flor,pm10,Buena,13,26-07-2011,2011
720110903sh2,Jaime Ferran,sh2,Buena,8,03-09-2011,2011
920110903pm10,Las Fuentes,pm10,Buena,7,03-09-2011,2011
920110903no2,Las Fuentes,no2,Buena,17,03-09-2011,2011
1020110903co,Centro,co,Buena,0.2,03-09-2011,2011
220110903so2,Roger de Flor,so2,Buena,2,03-09-2011,2011
120110904no2,El Picarral,no2,Buena,12,04-09-2011,2011
720110904so2,Jaime Ferran,so2,Buena,10,04-09-2011,2011
720110904no2,Jaime Ferran,no2,Buena,12,04-09-2011,2011
720110904sh2,Jaime Ferran,sh2,Buena,7,04-09-2011,2011
920110904so2,Las Fuentes,so2,Buena,2,04-09-2011,2011
920110904pm10,Las Fuentes,pm10,Buena,5,04-09-2011,2011
120090728pm10,El Picarral,pm10,Razonablemente buena,25,28-07-2009,2009
120090728co,El Picarral,co,Buena,0.2,28-07-2009,2009
720090728pm10,Jaime Ferran,pm10,Regular,41,28-07-2009,2009
820090728no2,Renovales,no2,Buena,22,28-07-2009,2009
1020090811o3,Centro,o3,Razonablemente buena,55,11-08-2009,2009
720091026no2,Jaime Ferran,no2,Buena,27,26-10-2009,2009
920091026co,Las Fuentes,co,Buena,0.3,26-10-2009,2009
1020091026no2,Centro,no2,Razonablemente buena,48,26-10-2009,2009
1020091026co,Centro,co,Buena,0.3,26-10-2009,2009
1020091026o3,Centro,o3,Buena,17,26-10-2009,2009
220091026pm10,Roger de Flor,pm10,Razonablemente buena,30,26-10-2009,2009
920100616pm10,Las Fuentes,pm10,Buena,20,16-06-2010,2010
820100616pm10,Renovales,pm10,Buena,13,16-06-2010,2010
820100616co,Renovales,co,Buena,0.2,16-06-2010,2010
220100616pm10,Roger de Flor,pm10,Buena,14,16-06-2010,2010
220100616o3,Roger de Flor,o3,Razonablemente buena,53,16-06-2010,2010
1020100803no2,Centro,no2,Buena,21,03-08-2010,2010
1020100803co,Centro,co,Buena,0.2,03-08-2010,2010
1020100803o3,Centro,o3,Razonablemente buena,54,03-08-2010,2010
720100913so2,Jaime Ferran,so2,Buena,4,13-09-2010,2010
720100913o3,Jaime Ferran,o3,Razonablemente buena,54,13-09-2010,2010
920100913o3,Las Fuentes,o3,Razonablemente buena,58,13-09-2010,2010
1020100913o3,Centro,o3,Razonablemente buena,56,13-09-2010,2010
820100913pm10,Renovales,pm10,Razonablemente buena,22,13-09-2010,2010
220100913pm10,Roger de Flor,pm10,Razonablemente buena,22,13-09-2010,2010
720101108co,Jaime Ferran,co,Buena,0.2,08-11-2010,2010
820101108co,Renovales,co,Buena,0.2,08-11-2010,2010
220101108co,Roger de Flor,co,Buena,0.2,08-11-2010,2010
120101116pm10,El Picarral,pm10,Buena,10,16-11-2010,2010
720101116co,Jaime Ferran,co,Buena,0.2,16-11-2010,2010
720110107pm10,Jaime Ferran,pm10,Razonablemente buena,25,07-01-2011,2011
920110107co,Las Fuentes,co,Buena,0.4,07-01-2011,2011
920110107o3,Las Fuentes,o3,Buena,2,07-01-2011,2011
820110107no2,Renovales,no2,Razonablemente buena,50,07-01-2011,2011
820110107co,Renovales,co,Buena,0.5,07-01-2011,2011
820110107o3,Renovales,o3,Buena,8,07-01-2011,2011
220110107co,Roger de Flor,co,Buena,0.7,07-01-2011,2011
120110709pm10,El Picarral,pm10,Razonablemente buena,25,09-07-2011,2011
120110709no2,El Picarral,no2,Buena,26,09-07-2011,2011
120110709sh2,El Picarral,sh2,Buena,11,09-07-2011,2011
920110709so2,Las Fuentes,so2,Buena,3,09-07-2011,2011
920110709pm10,Las Fuentes,pm10,Razonablemente buena,26,09-07-2011,2011
1020110709no2,Centro,no2,Buena,14,09-07-2011,2011
820110709co,Renovales,co,Buena,0.2,09-07-2011,2011
720110825o3,Jaime Ferran,o3,Razonablemente buena,55,25-08-2011,2011
820110825pm10,Renovales,pm10,Buena,20,25-08-2011,2011
220110825so2,Roger de Flor,so2,Buena,2,25-08-2011,2011
220110825co,Roger de Flor,co,Buena,0.2,25-08-2011,2011
720090801no2,Jaime Ferran,no2,Buena,16,01-08-2009,2009
720090801co,Jaime Ferran,co,Buena,0.1,01-08-2009,2009
720090801sh2,Jaime Ferran,sh2,Buena,6,01-08-2009,2009
920090801pm10,Las Fuentes,pm10,Desfavorable,59,01-08-2009,2009
920090801co,Las Fuentes,co,Buena,0.1,01-08-2009,2009
820090801co,Renovales,co,Buena,0.2,01-08-2009,2009
620070405so2,Avenida de Navarra,so2,Buena,6,05-04-2007,2007
620070405no2,Avenida de Navarra,no2,Razonablemente buena,64,05-04-2007,2007
620070405o3,Avenida de Navarra,o3,Buena,23,05-04-2007,2007
720070405so2,Jaime Ferran,so2,Buena,2,05-04-2007,2007
620070406pm10,Avenida de Navarra,pm10,Razonablemente buena,35,06-04-2007,2007
620070406co,Avenida de Navarra,co,Buena,0.5,06-04-2007,2007
920070406pm10,Las Fuentes,pm10,Razonablemente buena,26,06-04-2007,2007
920070406no2,Las Fuentes,no2,Buena,25,06-04-2007,2007
920070407so2,Las Fuentes,so2,Buena,2,07-04-2007,2007
920070407co,Las Fuentes,co,Buena,0.3,07-04-2007,2007
220061027pm10,Roger de Flor,pm10,Desfavorable,98,27-10-2006,2006
920061114co,Las Fuentes,co,Buena,0.3,14-11-2006,2006
120061128o3,El Picarral,o3,Buena,2,28-11-2006,2006
920061128so2,Las Fuentes,so2,Buena,1,28-11-2006,2006
920061128o3,Las Fuentes,o3,Buena,1,28-11-2006,2006
920061207so2,Las Fuentes,so2,Buena,1,07-12-2006,2006
920061207o3,Las Fuentes,o3,Buena,3,07-12-2006,2006
220061207so2,Roger de Flor,so2,Buena,7,07-12-2006,2006
820061208co,Renovales,co,Buena,0.4,08-12-2006,2006
620061212o3,Avenida de Navarra,o3,Buena,7,12-12-2006,2006
620061218co,Avenida de Navarra,co,Buena,0.5,18-12-2006,2006
220061218so2,Roger de Flor,so2,Buena,3,18-12-2006,2006
220061218no2,Roger de Flor,no2,Razonablemente buena,42,18-12-2006,2006
220061218o3,Roger de Flor,o3,Buena,24,18-12-2006,2006
120070104co,El Picarral,co,Buena,0.5,04-01-2007,2007
920070108so2,Las Fuentes,so2,Buena,3,08-01-2007,2007
920070108no2,Las Fuentes,no2,Razonablemente buena,43,08-01-2007,2007
820070109so2,Renovales,so2,Buena,4,09-01-2007,2007
820070109pm10,Renovales,pm10,Desfavorable,52,09-01-2007,2007
820070109no2,Renovales,no2,Buena,36,09-01-2007,2007
920070115so2,Las Fuentes,so2,Buena,1,15-01-2007,2007
920070115no2,Las Fuentes,no2,Buena,28,15-01-2007,2007
820070113so2,Renovales,so2,Buena,2,13-01-2007,2007
820070119co,Renovales,co,Buena,0.5,19-01-2007,2007
120070120o3,El Picarral,o3,Buena,2,20-01-2007,2007
720070129so2,Jaime Ferran,so2,Buena,4,29-01-2007,2007
720070129sh2,Jaime Ferran,sh2,Buena,2,29-01-2007,2007
220070202so2,Roger de Flor,so2,Buena,5,02-02-2007,2007
920070205o3,Las Fuentes,o3,Buena,3,05-02-2007,2007
220070205co,Roger de Flor,co,Buena,0.8,05-02-2007,2007
720070214sh2,Jaime Ferran,sh2,Buena,1,14-02-2007,2007
1020070214co,Centro,co,Buena,0.4,14-02-2007,2007
1020070214o3,Centro,o3,Buena,17,14-02-2007,2007
720070223co,Jaime Ferran,co,Buena,0.3,23-02-2007,2007
1020070223so2,Centro,so2,Buena,11,23-02-2007,2007
1020070223no2,Centro,no2,Razonablemente buena,61,23-02-2007,2007
620070224so2,Avenida de Navarra,so2,Buena,7,24-02-2007,2007
720070224o3,Jaime Ferran,o3,Buena,9,24-02-2007,2007
620070225no2,Avenida de Navarra,no2,Razonablemente buena,71,25-02-2007,2007
620070225o3,Avenida de Navarra,o3,Buena,19,25-02-2007,2007
820070305co,Renovales,co,Buena,0.3,05-03-2007,2007
820070305o3,Renovales,o3,Buena,45,05-03-2007,2007
120070307pm10,El Picarral,pm10,Desfavorable,64,07-03-2007,2007
920070307co,Las Fuentes,co,Buena,0.4,07-03-2007,2007
920070307o3,Las Fuentes,o3,Buena,23,07-03-2007,2007
220070307so2,Roger de Flor,so2,Buena,4,07-03-2007,2007
220070307co,Roger de Flor,co,Buena,0.5,07-03-2007,2007
220070306so2,Roger de Flor,so2,Buena,5,06-03-2007,2007
220070306no2,Roger de Flor,no2,Razonablemente buena,75,06-03-2007,2007
620070326co,Avenida de Navarra,co,Buena,0.8,26-03-2007,2007
720070326co,Jaime Ferran,co,Buena,0.4,26-03-2007,2007
1020070326no2,Centro,no2,Razonablemente buena,52,26-03-2007,2007
620070327pm10,Avenida de Navarra,pm10,Razonablemente buena,39,27-03-2007,2007
820070327so2,Renovales,so2,Buena,2,27-03-2007,2007
1020070407o3,Centro,o3,Buena,30,07-04-2007,2007
620070408so2,Avenida de Navarra,so2,Buena,13,08-04-2007,2007
820070408o3,Renovales,o3,Buena,31,08-04-2007,2007
220070410o3,Roger de Flor,o3,Buena,24,10-04-2007,2007
120070411sh2,El Picarral,sh2,Razonablemente buena,24,11-04-2007,2007
1020070411no2,Centro,no2,Razonablemente buena,50,11-04-2007,2007
220070411co,Roger de Flor,co,Buena,0.5,11-04-2007,2007
720070413co,Jaime Ferran,co,Buena,0.4,13-04-2007,2007
1020070413no2,Centro,no2,Razonablemente buena,53,13-04-2007,2007
620070414co,Avenida de Navarra,co,Buena,0.5,14-04-2007,2007
720070414no2,Jaime Ferran,no2,Buena,28,14-04-2007,2007
620070415so2,Avenida de Navarra,so2,Buena,3,15-04-2007,2007
620070415co,Avenida de Navarra,co,Buena,0.5,15-04-2007,2007
720070415no2,Jaime Ferran,no2,Buena,22,15-04-2007,2007
120070412o3,El Picarral,o3,Buena,22,12-04-2007,2007
220090310no2,Roger de Flor,no2,Buena,40,10-03-2009,2009
720090316so2,Jaime Ferran,so2,Buena,9,16-03-2009,2009
720090316co,Jaime Ferran,co,Buena,0.2,16-03-2009,2009
620090318so2,Avenida de Navarra,so2,Buena,15,18-03-2009,2009
720090318so2,Jaime Ferran,so2,Buena,8,18-03-2009,2009
720090318sh2,Jaime Ferran,sh2,Buena,5,18-03-2009,2009
820090318co,Renovales,co,Buena,0.3,18-03-2009,2009
620090324so2,Avenida de Navarra,so2,Buena,8,24-03-2009,2009
620090324o3,Avenida de Navarra,o3,Buena,45,24-03-2009,2009
920090324co,Las Fuentes,co,Buena,0.3,24-03-2009,2009
820090324pm10,Renovales,pm10,Muy Desfavorable,105,24-03-2009,2009
820090324co,Renovales,co,Buena,0.2,24-03-2009,2009
620081012pm10,Avenida de Navarra,pm10,Desfavorable,67,12-10-2008,2008
820030619no2,Renovales,no2,Buena,29,19-06-2003,2003
820030619co,Renovales,co,Buena,0.4,19-06-2003,2003
320030619no2,El Paraninfo,no2,Razonablemente buena,82,19-06-2003,2003
120030620sh2,El Picarral,sh2,Buena,9,20-06-2003,2003
720030625o3,Jaime Ferran,o3,Buena,47,25-06-2003,2003
620030626pm10,Avenida de Navarra,pm10,Regular,44,26-06-2003,2003
620030626co,Avenida de Navarra,co,Buena,0.8,26-06-2003,2003
820030627pm10,Renovales,pm10,Razonablemente buena,23,27-06-2003,2003
820030627co,Renovales,co,Buena,0.5,27-06-2003,2003
820030627o3,Renovales,o3,Razonablemente buena,59,27-06-2003,2003
320030627o3,El Paraninfo,o3,Buena,28,27-06-2003,2003
420030628so2,Miguel Servet,so2,Buena,18,28-06-2003,2003
420030628pm10,Miguel Servet,pm10,Regular,42,28-06-2003,2003
420030628no2,Miguel Servet,no2,Razonablemente buena,63,28-06-2003,2003
420030628co,Miguel Servet,co,Buena,0.8,28-06-2003,2003
1020111209no2,Centro,no2,Razonablemente buena,45,09-12-2011,2011
220111209no2,Roger de Flor,no2,Razonablemente buena,42,09-12-2011,2011
720111210so2,Jaime Ferran,so2,Buena,5,10-12-2011,2011
720111210no2,Jaime Ferran,no2,Buena,27,10-12-2011,2011
1020111210co,Centro,co,Buena,0.3,10-12-2011,2011
820111210co,Renovales,co,Buena,0.3,10-12-2011,2011
220111210o3,Roger de Flor,o3,Buena,3,10-12-2011,2011
120111211co,El Picarral,co,Buena,0.4,11-12-2011,2011
720111211no2,Jaime Ferran,no2,Buena,21,11-12-2011,2011
720111211co,Jaime Ferran,co,Buena,0.2,11-12-2011,2011
1020111211so2,Centro,so2,Buena,5,11-12-2011,2011
1020111211co,Centro,co,Buena,0.3,11-12-2011,2011
820111211pm10,Renovales,pm10,Razonablemente buena,32,11-12-2011,2011
820111211o3,Renovales,o3,Buena,24,11-12-2011,2011
920120422no2,Las Fuentes,no2,Buena,11,22-04-2012,2012
920120422co,Las Fuentes,co,Buena,0.2,22-04-2012,2012
220120422co,Roger de Flor,co,Buena,0.2,22-04-2012,2012
720120423so2,Jaime Ferran,so2,Buena,1,23-04-2012,2012
720120423o3,Jaime Ferran,o3,Razonablemente buena,68,23-04-2012,2012
820120423so2,Renovales,so2,Buena,1,23-04-2012,2012
120120430no2,El Picarral,no2,Buena,25,30-04-2012,2012
720120430sh2,Jaime Ferran,sh2,Buena,1,30-04-2012,2012
920120430no2,Las Fuentes,no2,Buena,15,30-04-2012,2012
920120430co,Las Fuentes,co,Buena,0.2,30-04-2012,2012
